data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-11-10 17:43:51.391355;1015;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Tammy Quiles;feminino;pix
2024-11-10 18:56:50.579856;1016;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Ronald Redman;masculino;boleto
2024-11-10 19:30:53.674439;1017;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ryan Cordano;masculino;dinheiro
2024-11-10 20:40:45.853495;1018;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Alan Goodermote;masculino;dinheiro
2024-11-10 21:14:48.670675;1019;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Valerie Czarnota;feminino;cartão de crédito
2024-11-10 21:24:46.185875;1020;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Carroll Winkler;feminino;boleto
2024-11-10 21:35:47.607594;1021;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Estelle Stroud;feminino;pix
2024-11-11 02:00:53.105175;1022;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Lisa Nieto;feminino;boleto
2024-11-11 17:25:50.980504;1023;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Rachael Sherrod;feminino;pix
2024-11-11 20:48:46.620309;1024;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Andrew George;masculino;boleto
2024-11-12 01:30:51.917347;1025;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Anna Lee;feminino;dinheiro
2024-11-12 01:57:52.377270;1026;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Albert Butler;masculino;cartão de crédito
2024-11-12 15:06:51.752344;1027;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Mary Orozco;feminino;pix
2024-11-12 17:03:53.028972;1028;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Sandi Mobley;feminino;boleto
2024-11-12 18:19:52.274676;1029;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Brenda Oquendo;feminino;dinheiro
2024-11-12 18:27:47.800933;1030;São Paulo;Ana Oliveira;Tablet Apple Ipad;Anita Busse;feminino;boleto
2024-11-12 18:56:48.718690;1031;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Ruth Brewer;feminino;cartão de crédito
2024-11-12 21:09:47.466891;1032;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Beatrice Smith;feminino;cartão de crédito
2024-11-12 22:02:49.373888;1033;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Natalie Rasset;feminino;pix
2024-11-12 22:21:53.261012;1034;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Guillermo Davis;masculino;cartão de crédito
2024-11-13 01:58:51.399435;1035;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;James Coleman;masculino;pix
2024-11-13 16:11:46.619477;1036;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Ophelia Marshall;feminino;boleto
2024-11-13 16:21:52.783009;1037;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Jack Vieyra;masculino;boleto
2024-11-13 17:45:50.864345;1038;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Lilian White;feminino;boleto
2024-11-13 18:41:47.468204;1039;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;John Evans;masculino;boleto
2024-11-13 20:17:51.778364;1040;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Paul Beers;masculino;pix
2024-11-13 21:14:48.764344;1041;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Victor Lamson;masculino;dinheiro
2024-11-14 01:09:53.793134;1042;Florianópolis;Gabriela Santos;Smartwatch Garmin;Cindi Proctor;feminino;cartão de crédito
2024-11-14 01:26:52.538441;1043;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Joseph Parris;masculino;cartão de crédito
2024-11-14 15:24:49.976091;1044;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Robert Tharpe;masculino;dinheiro
2024-11-14 16:46:46.255607;1045;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Rebecca Berlin;feminino;pix
2024-11-14 18:50:52.067176;1046;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Curtis Lamont;masculino;dinheiro
2024-11-14 19:07:47.568932;1047;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;William Espinosa;masculino;boleto
2024-11-14 20:16:46.403426;1048;São Paulo;Ana Oliveira;Smartwatch Garmin;Johnny Bailey;masculino;cartão de crédito
2024-11-14 22:09:46.249198;1049;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Seymour Findley;masculino;dinheiro
2024-11-15 00:22:45.800880;1050;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Nannie Alicea;feminino;pix
2024-11-15 18:20:47.090501;1051;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Holly Jones;feminino;cartão de crédito
2024-11-15 18:33:53.109585;1052;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Kenneth Kucharski;masculino;pix
2024-11-15 19:12:46.634995;1053;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;David Henderson;masculino;boleto
2024-11-15 21:06:47.907823;1054;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Basilia Hawkins;feminino;cartão de crédito
2024-11-15 22:14:51.103996;1055;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Dan Spain;masculino;cartão de crédito
2024-11-15 23:45:48.449492;1056;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Patricia Boyer;feminino;dinheiro
2024-11-16 00:23:48.394151;1057;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Pamela Temple;feminino;pix
2024-11-16 01:49:49.733023;1058;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Kelli Mann;feminino;cartão de crédito
2024-11-16 20:51:45.743773;1059;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Lori Craft;feminino;dinheiro
2024-11-16 20:58:46.964651;1060;São Paulo;Ana Oliveira;Tablet Apple Ipad;Derick Parkhurst;masculino;dinheiro
2024-11-16 21:47:46.023932;1061;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Linda Kincade;feminino;dinheiro
2024-11-16 22:59:52.811891;1062;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Carolyn Masom;feminino;boleto
2024-11-17 00:55:50.948017;1063;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Jon Anderson;masculino;cartão de crédito
2024-11-17 16:15:47.846095;1064;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;John Lewis;masculino;boleto
2024-11-17 17:59:48.284327;1065;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Eugene Magnuson;masculino;dinheiro
2024-11-17 18:31:52.640127;1066;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Angelita Chadbourne;feminino;boleto
2024-11-17 20:53:49.692445;1067;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;James Young;masculino;dinheiro
2024-11-18 01:42:47.471550;1068;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Sandra Cannon;feminino;dinheiro
2024-11-18 01:50:47.463402;1069;Florianópolis;Tiago Lima;Smartwatch Garmin;Anita Buckingham;feminino;pix
2024-11-18 20:12:50.910223;1070;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Corey Chueng;masculino;pix
2024-11-18 22:02:50.032656;1071;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Oma Smart;feminino;dinheiro
2024-11-19 20:53:50.246968;1072;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Terry Burgess;feminino;cartão de crédito
2024-11-20 01:26:47.956463;1073;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Frank Mitchell;masculino;dinheiro
2024-11-20 16:00:51.051097;1074;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Michael Earing;masculino;boleto
2024-11-20 18:00:52.418501;1075;Florianópolis;Tiago Lima;Smartwatch Garmin;Arthur Bly;masculino;boleto
2024-11-20 18:25:53.150336;1076;São Paulo;Ana Oliveira;Smartwatch Garmin;Ronnie Hepler;masculino;pix
2024-11-20 20:06:51.865754;1077;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Elouise Lawrence;feminino;boleto
2024-11-20 20:12:48.329757;1078;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Adele Gentile;feminino;pix
2024-11-20 20:28:50.945491;1079;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Roy Chafin;masculino;dinheiro
2024-11-20 21:49:49.110945;1080;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Donna Morrison;feminino;dinheiro
2024-11-20 22:25:49.022190;1081;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Judith Wilson;feminino;pix
2024-11-21 15:38:50.035678;1082;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Virginia Rosmarin;feminino;boleto
2024-11-21 20:24:47.700995;1083;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Lydia Berner;feminino;pix
2024-11-21 20:46:51.271331;1084;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Laura Lara;feminino;cartão de crédito
2024-11-21 23:54:48.999236;1085;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Kevin Claypoole;masculino;cartão de crédito
2024-11-22 01:56:45.805756;1086;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Wayne Stapleton;masculino;cartão de crédito
2024-11-22 16:10:48.204883;1087;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Grace Johnson;feminino;cartão de crédito
2024-11-22 16:18:47.783955;1088;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Lara Leonardo;feminino;pix
2024-11-23 16:07:48.598308;1089;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Margaret Cervantes;feminino;dinheiro
2024-11-23 17:07:52.738510;1090;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Rebecca Presley;feminino;pix
2024-11-23 17:41:52.539783;1091;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Joey Smith;masculino;cartão de crédito
2024-11-23 19:33:49.731187;1092;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Jaime Martin;masculino;cartão de crédito
2024-11-23 22:20:47.871381;1093;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Carl Gaddis;masculino;boleto
2024-11-24 16:01:46.636857;1094;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;James Worley;masculino;cartão de crédito
2024-11-24 17:23:47.955007;1095;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Daniel Campbell;masculino;dinheiro
2024-11-24 19:03:52.782516;1096;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Connie Adams;feminino;dinheiro
2024-11-25 00:25:49.999643;1097;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Larry Mcginnis;masculino;pix
2024-11-25 00:58:50.962565;1098;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;George Thompson;masculino;dinheiro
2024-11-25 01:43:49.882155;1099;São Paulo;Ana Oliveira;Smartwatch Garmin;Joseph Hardin;masculino;boleto
2024-11-25 20:34:50.423834;1100;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Henrietta Bring;feminino;boleto
2024-11-25 21:07:48.448838;1101;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Travis Williams;masculino;pix
2024-11-25 21:40:50.423497;1102;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Valerie Mosley;feminino;cartão de crédito
2024-11-26 16:11:52.598187;1103;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Stan Bradley;masculino;pix
2024-11-26 21:43:53.547450;1104;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Donald Jones;masculino;dinheiro
2024-11-26 22:48:46.872182;1105;São Paulo;Ana Oliveira;Smartwatch Garmin;Jesse Harris;masculino;dinheiro
2024-11-27 22:03:47.822722;1106;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Mary Berry;feminino;boleto
2024-11-27 22:31:52.078456;1107;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Richard Lunsford;masculino;dinheiro
2024-11-27 23:05:51.876654;1108;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Cynthia Ware;feminino;dinheiro
2024-11-27 23:20:47.874025;1109;Florianópolis;Gabriela Santos;Smartwatch Garmin;Jose Gonzalez;masculino;dinheiro
2024-11-28 01:00:50.489265;1110;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Diane Parton;feminino;boleto
2024-11-28 02:04:46.286817;1111;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Nathan Hayes;masculino;pix
2024-11-28 15:41:51.710299;1112;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Lena Saleha;feminino;cartão de crédito
2024-11-28 16:26:45.800068;1113;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Adrienne Rodriguez;feminino;boleto
2024-11-28 19:00:46.030986;1114;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Frank Sisneros;masculino;dinheiro
2024-11-29 15:36:47.233211;1115;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Helen Redford;feminino;dinheiro
2024-11-29 15:45:52.973345;1116;Florianópolis;Tiago Lima;Smartwatch Garmin;Joshua Boley;masculino;pix
2024-11-29 17:38:52.615252;1117;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Arthur Franty;masculino;pix
2024-11-29 21:06:46.216098;1118;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Albert Foster;masculino;boleto
2024-11-29 21:50:48.244219;1119;São Paulo;Ana Oliveira;Tablet Apple Ipad;Linda Miller;feminino;dinheiro
2024-11-30 15:28:46.870946;1120;São Paulo;Ana Oliveira;Smartwatch Garmin;Wendy Deleon;feminino;boleto
2024-11-30 16:40:49.917845;1121;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Stephen Feezell;masculino;dinheiro
2024-11-30 17:25:53.078428;1122;São Paulo;Lucas Pereira;Smartwatch Garmin;Tameka Infield;feminino;pix
2024-11-30 23:33:49.408255;1123;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jacquelyne Lynch;feminino;cartão de crédito
2024-12-01 01:47:47.525253;1124;Florianópolis;Tiago Lima;Smartwatch Garmin;Craig Williams;masculino;cartão de crédito
2024-12-01 15:37:47.347531;1125;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Roy Tuliau;masculino;dinheiro
2024-12-01 17:01:50.007326;1126;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Barbara Steen;feminino;boleto
2024-12-01 18:33:46.314486;1127;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Mary Bonnette;feminino;pix
2024-12-01 21:11:45.786121;1128;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Bruce Richards;masculino;boleto
2024-12-01 22:26:47.922340;1129;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;David Torres;masculino;cartão de crédito
2024-12-01 22:57:50.540515;1130;São Paulo;Lucas Pereira;Tablet Apple Ipad;Thomas Mcgee;masculino;cartão de crédito
2024-12-02 01:11:51.702714;1131;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Thomas Roberts;masculino;pix
2024-12-02 01:12:47.024577;1132;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Mara Flournoy;feminino;pix
2024-12-02 21:25:47.220593;1133;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Patricia Ritz;feminino;boleto
2024-12-02 21:49:49.868639;1134;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Paul Pruitt;masculino;pix
2024-12-02 21:56:45.726241;1135;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Sherry Hinkle;feminino;pix
2024-12-02 23:12:53.333273;1136;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Robin Hopkins;feminino;pix
2024-12-03 17:23:51.420032;1137;São Paulo;Ana Oliveira;Smartwatch Garmin;Sheila Neal;feminino;cartão de crédito
2024-12-03 18:29:47.887665;1138;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Dorothy Council;feminino;dinheiro
2024-12-03 21:03:46.637633;1139;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Michael Motley;masculino;cartão de crédito
2024-12-04 00:04:50.025138;1140;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Shyla Lipman;feminino;cartão de crédito
2024-12-04 00:56:50.616294;1141;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Tyler Southwood;masculino;dinheiro
2024-12-04 01:54:46.077549;1142;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Edwin Pierre;masculino;cartão de crédito
2024-12-04 16:53:49.098895;1143;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Matthew Ponce;masculino;dinheiro
2024-12-04 17:20:47.027932;1144;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Eleanor Hegmann;feminino;cartão de crédito
2024-12-04 17:29:50.274524;1145;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Alice Taber;feminino;dinheiro
2024-12-04 18:02:53.605083;1146;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Darnell Clancy;masculino;boleto
2024-12-05 00:11:47.846223;1147;São Paulo;Lucas Pereira;Smartwatch Garmin;Kelsey Ball;feminino;boleto
2024-12-05 15:38:49.326705;1148;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Elizabeth Bedgood;feminino;cartão de crédito
2024-12-05 16:20:47.823311;1149;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Robert Godfrey;masculino;pix
2024-12-05 19:58:50.269594;1150;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Stephen Bell;masculino;boleto
2024-12-06 00:21:48.995869;1151;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Bryant Dawkins;masculino;boleto
2024-12-06 20:25:47.921083;1152;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Andrew Orosco;masculino;pix
2024-12-06 21:06:47.889082;1153;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Douglas Harley;masculino;dinheiro
2024-12-07 00:38:53.134924;1154;Florianópolis;Tiago Lima;Tablet Apple Ipad;Katherine Seibel;feminino;boleto
2024-12-07 15:10:49.331243;1155;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Judy Mcfarland;feminino;dinheiro
2024-12-07 15:32:50.903476;1156;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Johnny Ruch;masculino;dinheiro
2024-12-07 16:04:51.288126;1157;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Margaret Kerber;feminino;boleto
2024-12-07 21:44:51.008551;1158;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Oliver Cruz;masculino;pix
2024-12-07 22:35:52.121243;1159;São Paulo;Ana Oliveira;Smartwatch Garmin;Myrtle Byrd;feminino;dinheiro
2024-12-08 00:25:53.814621;1160;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Benedict West;masculino;dinheiro
2024-12-08 16:12:51.816493;1161;São Paulo;Ana Oliveira;Smartwatch Garmin;Ann Wint;feminino;dinheiro
2024-12-08 17:29:50.625868;1162;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Frederick Dang;masculino;boleto
2024-12-09 00:26:47.090874;1163;São Paulo;Lucas Pereira;Smartwatch Garmin;Sheila Zachary;feminino;cartão de crédito
2024-12-09 16:25:48.985164;1164;São Paulo;Ana Oliveira;Tablet Apple Ipad;Tina Niebuhr;feminino;cartão de crédito
2024-12-09 18:42:48.957216;1165;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Lauren Hommell;feminino;boleto
2024-12-09 19:33:50.147814;1166;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Morgan Koch;feminino;boleto
2024-12-09 22:15:46.251632;1167;São Paulo;Lucas Pereira;Smartwatch Garmin;Bryan Carr;masculino;cartão de crédito
2024-12-10 01:45:53.259962;1168;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mary Vela;feminino;pix
2024-12-11 00:21:52.540005;1169;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Mattie Tapia;feminino;dinheiro
2024-12-11 19:29:47.605100;1170;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Emma Mclain;feminino;dinheiro
2024-12-11 20:00:47.467548;1171;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Claire Davis;feminino;dinheiro
2024-12-11 20:12:50.091165;1172;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Ralph Jones;masculino;dinheiro
2024-12-12 00:09:51.770283;1173;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Tori Alloway;feminino;dinheiro
2024-12-12 00:19:48.470706;1174;São Paulo;Ana Oliveira;Tablet Apple Ipad;Max Oglesby;masculino;cartão de crédito
2024-12-12 01:59:51.221819;1175;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Melissa Bright;feminino;boleto
2024-12-12 20:09:47.109159;1176;Florianópolis;Tiago Lima;Smartwatch Garmin;Robert Burnett;masculino;dinheiro
2024-12-12 20:17:53.106912;1177;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Carrie Rieger;feminino;pix
2024-12-12 22:00:50.775744;1178;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Thomas Tatum;masculino;dinheiro
2024-12-12 22:30:53.129748;1179;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Angel Hesser;masculino;pix
2024-12-13 01:28:50.819094;1180;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Terry Scherer;masculino;cartão de crédito
2024-12-13 16:25:50.459108;1181;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Patrick Grieco;masculino;cartão de crédito
2024-12-13 16:29:47.467195;1182;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;George Hendrix;masculino;pix
2024-12-13 19:54:46.899382;1183;Florianópolis;Tiago Lima;Smartwatch Garmin;Corey Camp;masculino;dinheiro
2024-12-14 01:50:48.241819;1184;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Denis Mccormick;masculino;boleto
2024-12-14 15:56:46.626453;1185;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ivy Davis;feminino;boleto
2024-12-14 15:56:53.548427;1186;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Angela Dornier;feminino;dinheiro
2024-12-15 15:41:47.328990;1187;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Joseph Dibartolomeo;masculino;dinheiro
2024-12-15 16:17:46.405988;1188;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Ernesto Bass;masculino;pix
2024-12-15 17:09:52.897547;1189;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Cynthia Nunez;feminino;cartão de crédito
2024-12-15 22:46:52.280945;1190;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;David Efird;masculino;boleto
2024-12-16 00:06:50.335561;1191;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Aaron Gibson;masculino;dinheiro
2024-12-16 01:42:47.487193;1192;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Annie Ulrich;feminino;cartão de crédito
2024-12-16 16:13:47.820254;1193;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Stacey Whitfield;feminino;boleto
2024-12-16 18:19:51.706748;1194;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Kyle Davis;masculino;dinheiro
2024-12-16 19:01:50.050314;1195;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Gloria Rister;feminino;boleto
2024-12-16 20:22:53.004189;1196;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Edward Jones;masculino;boleto
2024-12-16 22:47:52.891164;1197;São Paulo;Ana Oliveira;Tablet Apple Ipad;Henry Hurdle;masculino;dinheiro
2024-12-17 01:02:50.611447;1198;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Lindsay Morgan;feminino;boleto
2024-12-17 01:16:46.899794;1199;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Joan Parsons;feminino;pix
2024-12-17 18:35:52.742085;1200;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Eunice Gehrmann;feminino;cartão de crédito
2024-12-17 21:50:47.266927;1201;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Jodi Maryland;feminino;pix
2024-12-17 22:09:51.859235;1202;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Alicia Brun;feminino;dinheiro
2024-12-17 22:33:47.954123;1203;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Dominic Cooley;masculino;cartão de crédito
2024-12-18 15:22:47.467015;1204;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Mildred Barker;feminino;dinheiro
2024-12-18 16:28:45.652711;1205;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Nancy Ellis;feminino;cartão de crédito
2024-12-19 18:12:48.120586;1206;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Sandra Mahaney;feminino;pix
2024-12-19 18:36:51.753236;1207;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Manuel Harris;masculino;dinheiro
2024-12-19 21:43:53.115859;1208;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Michael Casados;masculino;dinheiro
2024-12-19 23:40:45.652431;1209;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Rochelle Lee;feminino;boleto
2024-12-20 00:24:51.780166;1210;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Jonathon Judd;masculino;cartão de crédito
2024-12-20 01:04:48.430950;1211;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Jack Souphom;masculino;pix
2024-12-20 18:19:53.778692;1212;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Clara Nicley;feminino;boleto
2024-12-20 23:33:48.144963;1213;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Bernadine Kim;feminino;cartão de crédito
2024-12-20 23:40:51.781226;1214;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Ann Montoya;feminino;boleto
2024-12-20 23:46:47.286217;1215;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jean Seggerman;feminino;pix
2024-12-21 16:30:50.345460;1216;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Katherine Mikeska;feminino;pix
2024-12-21 22:09:52.791687;1217;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Corey Lacour;masculino;cartão de crédito
2024-12-21 23:10:49.871758;1218;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Daniel Chick;masculino;dinheiro
2024-12-22 17:06:46.646950;1219;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Jacqueline Silva;feminino;pix
2024-12-22 17:28:49.078185;1220;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Robert Moore;masculino;dinheiro
2024-12-22 18:00:46.303383;1221;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Margaret Beltrami;feminino;boleto
2024-12-22 21:14:51.394809;1222;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Robbie Huber;masculino;pix
2024-12-23 00:38:47.993509;1223;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Danielle Friend;feminino;pix
2024-12-23 01:49:49.980746;1224;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Patricia Killian;feminino;boleto
